At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
N,11753,,,XLIII,72,1920-11-19,19 November 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
Y,11347,1,1920,XLI,68,1920-11-23,23 November 1920,,,4,Alexander Fedorovich Skliarevsky,Not stated,Manila,Manila,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,Originator; 'A. Skliarevsky'. (?),,
N,11754,,,XLIII,73,1920-11-25,25 November 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11755,,,XLIII,74,1920-12-01,01 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11756,,,XLIII,75,1920-12-06,06 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11757,,,XLIII,76,1920-12-08,08 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Appleton,Appleton,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
Y,,1,1920,Not applicable,,1920-12-09,09 December 1920,,,4,Sofiia Kokhanskaia,"3, Cork Street W.",Not stated,"3, Cork Street W., ",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Unknown,From 'Paul.',,
N,11563,,,XLII,6,1920-12-11,11 December 1920,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Nina Pavlovna Koshetz,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,Russian,Library of Congress,Notepaper headed 'Overland Limited'.,,
N,11758,,,XLIII,77,1920-12-12,12 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Ogden,Ogden,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
Y,11329,1,1920,XLI,42,1920-12-16,16 December 1920,,,2,Julia Cantacuzène Speransky,The Acasias Hotel,Sarasota,"The Acasias Hotel, Sarasota",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
N,11759,,,XLIII,78,1920-12-20,20 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,San Francisco,San Francisco,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11321,,,XLI,31,1920-12-22,22 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Tijuana,Tijuana,Not stated,Igor Fedorovich Stravinsky,Not stated,Garches,Garches,Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11760,,,XLIII,79,1920-12-23,23 December 1920,,,1,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,San Diego,San Diego,Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11761,,,XLIII,80,1920-12-26,26 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11322,,,XLI,32,1920-12-28,28 December 1920,,,1,Sergey Sergeevich Prokofiev,4th and S. Hill Sts.,Los Angeles,"4th and S. Hill Sts., Los Angeles",Not stated,José Raoul Capablanca,Not stated,Havana,Havana,Not stated,Letter,Draft,Photocopy,English,Unknown,,,
N,11588,,,XLII,50,1920-12-29,29 December 1920,,,4,Sergey Sergeevich Prokofiev,4th and S. Hill Sts.,Los Angeles,"4th and S. Hill Sts., Los Angeles",Not stated,Fatma Samoilenko,75 Avenue des Champs-Élysées,Paris,"75 Avenue des Champs-Élysées, Paris",Not stated,Letter,Handwritten,Photocopy,Russian,Houghton Library,,,
N,11762,,,XLIII,81,1920-12-30,30 December 1920,,,1,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Maria Grigorievna Prokofieva,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Postcard,Handwritten,Photocopy,Russian,Unknown,,,
N,11564,,,XLII,8,1920-12-31,31 December 1920,,,1,Sergey Sergeevich Prokofiev,4th and S. Hill Sts.,Los Angeles,"4th and S. Hill Sts., Los Angeles",Not stated,Nina Pavlovna Koshetz,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,Russian,Library of Congress,,,
N,11589,,,XLII,54,1920-12-xx,December 1920,,,1,Sergey Sergeevich Prokofiev,4th and S. Hill Sts.,Los Angeles,"4th and S. Hill Sts., Los Angeles",Not stated,Fatma Samoilenko,75 Avenue des Champs-Élysées,Paris,"75 Avenue des Champs-Élysées, Paris",Not stated,Envelope,Handwritten,Photocopy,French,Bibliothèque Nationale de France,Envelope to XLII / 50.,,
N,986,,,I,56,1920-xx-xx,1920-xx-xx,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Tax paper,Handwritten,Photocopy,English,Bibliothèque Nationale de France,,,
N,993,,,I,63,1920-xx-xx,1920-xx-xx,,,1,Not stated,Not stated,New York,New York,Not stated,Sergey Sergeevich Prokofiev,340 West 57th Street,New York,"340 West 57th Street, New York",Not stated,Envelope,Handwritten,Photocopy,English,Bibliothèque Nationale de France,,,
Y,11330,1,"1921, January",XLI,44,1921-01-03,03 January 1921,,,2,Sergey Sergeevich Prokofiev,4th and S. Hill Sts.,Los Angeles,"4th and S. Hill Sts., Los Angeles",Not stated,Henri Prunières,Not stated,Paris,Paris,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,11334,1,"1921, January",XLI,50,1921-01-03,03 January 1921,,,1,Fitzhugh Haensel,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Letter,Printed,Original,English,Bibliothèque Nationale de France,,,
Y,11335,1,"1921, January",XLI,51,1921-01-04,04 January 1921,,,1,Fitzhugh Haensel,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,,1,"1921, January",Not applicable,,1921-01-05,05 January 1921,,,2,Vera Janacopulos,7 Rue Huysmans (VI),Paris,"7 Rue Huysmans (VI), Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Unknown,,,
Y,11336,1,"1921, January",XLI,52,1921-01-05,05 January 1921,,,2,Nikolai Titovich Kucheriavy,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11331,1,"1921, January",XLI,46,1921-01-07,07 January 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Motoo Ohtaguro,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11332,1,"1921, January",XLI,48,1921-01-08,08 January 1921,,,1,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Telegram,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11333,1,"1921, January",XLI,49,1921-01-08,08 January 1921,,,1,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Telegram,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11338,1,"1921, January",XLI,55,1921-01-10,10 January 1921,,,1,Jessica Colbert,619 Hearst Building,San Francisco,"619 Hearst Building, San Francisco",Not stated,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11348,1,"1921, January",XLI,72,1921-01-10,10 January 1921,,,2,Nina Pavlovna Koshetz,610 Riverside Drive,New York,"610 Riverside Drive, New York",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11337,1,"1921, January",XLI,54,1921-01-11,11 January 1921,,,1,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Mr Johnson,Not stated,Chicago,Chicago,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11339,1,"1921, January",XLI,56,1921-01-12,12 January 1921,,,1,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Nina Pavlovna Koshetz,Not stated,New York,New York,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,11340,1,"1921, January",XLI,57,1921-01-13,13 January 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Mme Burgières,Not stated,New Orleans,New Orleans,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Originator: 'Mme Burgières' (?).,,
Y,11342,1,"1921, January",XLI,60,1921-01-14,14 January 1921,,,1,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,347 Blanchard Hall,Los Angeles,"347 Blanchard Hall, Los Angeles",Not stated,Telegram,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11343,1,"1921, January",XLI,61,1921-01-16,16 January 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Los Angeles,Los Angeles,Not stated,Jessica Colbert,Not stated,San Francisco,San Francisco,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11344,1,"1921, January",XLI,63,1921-01-21,21 January 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,Originator; 'Ada Buramieres' (?),,
Y,11345,1,"1921, January",XLI,65,1921-01-21,21 January 1921,,,1,Sergey Sergeevich Prokofiev,Not stated,Chicago,Chicago,Not stated,Cyrus McCormick,Not stated,Chicago,Chicago,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Typed draft.,,
Y,11351,1,"1921, January",XLI,78,1921-01-30,30 January 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,New York,New York,Not stated,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
N,11328,,,XLI,35,1921-01-xx,January 1921,,,7,Sergey Sergeevich Prokofiev,5 Avenue & 9 Street,New York,"5 Avenue & 9 Street, New York",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,List of expenses,Handwritten,Photocopy,Russian,Bibliothèque Nationale de France,,,
Y,11353,1,"1921, February",XLI,81,1921-02-01,01 February 1921,,,2,Sergey Sergeevich Prokofiev,5 Avenue & 9 Street,New York,"5 Avenue & 9 Street, New York",Not stated,Leona Spitzer,Not stated,San Jose,San Jose,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11358,1,"1921, February",XLI,88,1921-02-01,01 February 1921,,,1,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Telegram,Typed,Original,English,Bibliothèque Nationale de France,,,
N,11354,,,XLI,83,1921-02-02,02 February 1921,,,2,Clerical assistant,Auditorium Theatre,Chicago,"Auditorium Theatre, Chicago",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Contract,Typed,Photocopy,English,Bibliothèque Nationale de France,Contract for the performances of Love for Three Oranges,,
Y,11355,1,"1921, February",XLI,85.,1921-02-02,02 February 1921,,,1,Sergey Sergeevich Prokofiev,Not stated,New York,New York,Not stated,A. M. Volkoff,10 South LaSalle Street,Chicago,"10 South LaSalle Street, Chicago",Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11356,1,"1921, February",XLI,86,1921-02-03,03 February 1921,,,1,F. J. Wessels,Not stated,Chicago,Chicago,Not stated,Director,Not stated,New York,New York,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11362,1,"1921, February",XLI,94,1921-02-08,08 February 1921,,,2,Leona Spitzer,53 North 9th Street,San Jose,"53 North 9th Street, San Jose",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,11359,1,"1921, February",XLI,89,1921-02-09,09 February 1921,,,2,Sonia Brichant,Not stated,Brussels,Brussels,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,1106,1,"1921, February",II,129,,,1921-02-10,[10 February 1921],1,Not stated,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,"Hotel National Upper, Bedford Place",London,"Hotel National Upper, Bedford Place, London",Not stated,Telegram,Typed,Original,English,Unknown,"From ""Victoria.""",,
Y,11369,26S,,XLI,107,1921-02-14,14 February 1921,,,2,Motoo Ohtaguro,Not stated,Tokyo,Tokyo,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Unknown,Original: spa-tex-cor-ori-0030. 2 attachments: (1) empty card with handwritten text in English; (2) Lina Prokofiev's business card (Miss Linette Codina) ,,
Y,11364,1,"1921, February",XLI,97,1921-02-15,15 February 1921,,,1,Dr. Philip Hussa,8 West 40th Street,New York,"8 West 40th Street, New York",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11360,1,"1921, February",XLI,91,1921-02-17,17 February 1921,,,1,Fitzhugh Haensel,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Sergey Sergeevich Prokofiev,11 Great Marlborough Street,London,"11 Great Marlborough Street, London",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11361,1,"1921, February",XLI,92,1921-02-17,17 February 1921,,,2,Adelina Avgustovna Iung,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11363,1,"1921, March",XLI,96,1921-03-01,01 March 1921,,,1,Fitzhugh Haensel,33 West 42nd Street,New York,"33 West 42nd Street, New York",Not stated,Sergey Sergeevich Prokofiev,11 Great Marlborough Street,London,"11 Great Marlborough Street, London",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11367,1,"1921, March",XLI,101,1921-03-01,01 March 1921,,,2,Adelina Avgustovna Iung,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11365,1,"1921, March",XLI,98,1921-03-06,06 March 1921,,,1,Sergey Sergeevich Prokofiev,19 Rue Ballu,Paris,"19 Rue Ballu, Paris",Not stated,Director,Not stated,Berlin,Berlin,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,11366,1,"1921, March",XLI,99,1921-03-09,09 March 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Albert Coates,Not stated,London,London,Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,,,
Y,11368,1,"1921, March",XLI,103,1921-03-11,11 March 1921,,,4,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
N,11722,,,XLIII,20,1921-03-11,11 March 1921,,,1,Sergey Sergeevich Prokofiev,11 Rue Scribe,Paris,"11 Rue Scribe, Paris",Not stated,Pierre Petrovich Souvchinsky,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Photocopy,Russian,Unknown,,,
N,11724,,,XLIII,20,1921-03-11,11 March 1921,,,1,Sergey Sergeevich Prokofiev,11 Rue Scribe,Paris,"11 Rue Scribe, Paris",Not stated,Pierre Petrovich Souvchinsky,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Photocopy,Russian,Serge Prokofiev Archive,,,
Y,11376,1,"1921, March",XLI,119,1921-03-14,14 March 1921,,,2,José Raoul Capablanca,Not stated,Havana,Havana,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,"Originator's address: 'Union Club, Habana'.",,
Y,11403,1,"1921, March",XLI,152,1921-03-21,21 March 1921,,,2,Sergey Sergeevich Prokofiev,Les Rochelets,St. Brévin-les-Pins,"Les Rochelets, St. Brévin-les-Pins",Not stated,Alexander Fedorovich Skliarevsky,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Unknown,Date: '21/03/1921' or '21/05/1921'. More likely '21/03/1921'.,,
Y,11370,1,"1921, March",XLI,109,1921-03-24,24 March 1921,,,2,Sergey Sergeevich Prokofiev,Les Rochelets,St. Brévin-les-Pins,"Les Rochelets, St. Brévin-les-Pins",Not stated,Mme Staal,Not stated,Paris,Paris,Not stated,Letter,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,11373,1,"1921, March",XLI,114,1921-03-24,24 March 1921,,,2,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Adelina Avgustovna Iung,Not stated,St. Brévin-les-Pins,St. Brévin-les-Pins,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,11372,1,"1921, March",XLI,113,1921-03-28,28 March 1921,,,1,Sergey Sergeevich Prokofiev,Les Rochelets,St. Brévin-les-Pins,"Les Rochelets, St. Brévin-les-Pins",Not stated,Ephraim Gottlieb,Not stated,Chicago,Chicago,Not stated,Letter,Draft,Original,English,Unknown,,,
Y,11374,1,"1921, March",XLI,116,1921-03-28,28 March 1921,,,2,Not stated,Cromwell Road,London,"Cromwell Road, London",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Unknown,,,
Y,11371,1,"1921, March",XLI,111,,,1921-03-24,[24 March 1921],2,Vera Janacopulos,39 Rue de Rome,Paris,"39 Rue de Rome, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,11375,1,"1921, April",XLI,118,1921-04-01,01 April 1921,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Les Rochelets,St. Brévin-les-Pins,"Les Rochelets, St. Brévin-les-Pins",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,11378,1,"1921, April",XLI,122,1921-04-02,02 April 1921,,,1,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Mme Sert,Not stated,Paris,Paris,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,,1,"1921, April",XLI,34,,,1921-04-02,[02 April 1921],1,Boris de Schloezer,Not stated,Helsinki,Helsinki,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Telegram,Handwritten,Original,French,Unknown,,,
